Disaster Type,Severity,Area Size (sq km),Population Affected,Duration (days),Age 0-12,Age 12-60,Age 60+,Females,Baby Food (kg),Elder Medicine (units),Sanitary Items (units),Clothing Supply (sets)
Flood,3,4500,27599,12,3717.0116062445377,17800.1791443753,6081.809249380163,13814.275588969576,5000.0,10000.0,8000.0,5000.0
Drought,5,3781,8663,12,893.764901850949,5596.165489514614,2173.069608634437,4668.271107515807,1956.9910255228579,10000.0,8000.0,3204.9240605462114
Flood,2,252,21091,17,5637.370100199963,12704.959531942508,2748.6703678575286,10602.461781004913,5000.0,10000.0,8000.0,5000.0
Earthquake,5,1882,38467,7,4694.068639408777,22230.20259400841,11542.728766582812,18237.45221920711,5000.0,10000.0,8000.0,5000.0
Drought,5,3969,26569,2,7969.898915351834,13296.106098314849,5302.994986333317,13652.939326908307,2959.2194491828322,10000.0,8000.0,5000.0
Drought,4,2014,48901,11,11249.72464631023,25334.815686598,12316.459667091767,26640.56339952713,5000.0,10000.0,8000.0,5000.0
Storm,5,1002,38292,2,5004.097218488592,21953.195613425065,11334.707168086345,18661.04392422309,1862.0888051639483,10000.0,8000.0,5000.0
Storm,4,3592,9777,21,1215.030661262371,6816.395673329164,1745.5736654084649,5162.922864422323,4991.103414050695,10000.0,8000.0,3580.6285993289976
Earthquake,2,4355,22519,19,5153.306581414041,14190.232482162568,3175.460936423391,12085.54530362191,5000.0,10000.0,8000.0,5000.0
Storm,1,1148,49461,9,6595.993677103942,32618.74360370173,10246.262719194332,25819.192666698276,5000.0,10000.0,8000.0,5000.0
Drought,2,1224,20903,19,2245.9090581225378,14287.6214707925,4369.469471084962,10813.354650984704,5000.0,10000.0,8000.0,5000.0
Flood,1,4875,47919,22,13068.055688575201,27227.075541382444,7623.868770042354,25873.92521906501,5000.0,10000.0,8000.0,5000.0
Storm,2,245,12570,8,1899.7448854561815,7201.519998784939,3468.73511575888,6717.006425788877,2854.1419241153744,10000.0,8000.0,5000.0
Earthquake,4,519,46731,5,5631.051191868221,28370.062512483826,12729.88629564795,21426.834727990226,5000.0,10000.0,8000.0,5000.0
Storm,4,1787,42364,3,7203.460383359839,21887.425485131396,13273.114131508766,22133.31712636042,4159.144587599505,10000.0,8000.0,5000.0
Flood,5,1252,41407,8,7145.736976863249,25681.376393675742,8579.886629461005,22146.97514944728,5000.0,10000.0,8000.0,5000.0
Flood,4,4070,33272,26,7637.3883301365195,16830.970214187386,8803.641455676094,17028.95218701688,5000.0,10000.0,8000.0,5000.0
Storm,1,378,8524,3,2016.0952521711695,5747.713665987995,760.1910818408351,4038.2331025095395,1325.5228444945324,2228.744088265569,5775.390549176091,2782.6883959153147
Storm,1,4161,37081,4,10384.99563113234,23470.923182750008,3225.081186117648,17076.614632778656,5000.0,10000.0,8000.0,5000.0
Earthquake,5,852,15899,1,2442.882491301164,11127.189503091546,2328.9280056072894,7433.31391036507,440.70718315475824,2165.3481615905207,3921.721487917797,5000.0
Storm,1,2290,12741,13,2067.086430872176,6903.221923759404,3770.6916453684207,6814.501183676579,5000.0,10000.0,8000.0,3530.2034703793533
Drought,3,1688,41282,8,8287.109139748514,27495.48709431235,5499.403765939132,21318.075279908677,5000.0,10000.0,8000.0,5000.0
Flood,5,2678,17538,5,5148.681751530973,11890.190135904157,499.1281125648711,8945.31787648041,5000.0,2259.9727579104365,8000.0,5000.0
Storm,3,4167,25808,7,4024.84499046655,15820.059379659006,5963.095629874446,11841.077501742957,5000.0,10000.0,8000.0,5000.0
Drought,3,1169,24058,28,6529.101244879548,15321.140386176921,2207.7583689435305,12949.077018144013,5000.0,10000.0,8000.0,5000.0
Drought,5,2918,4812,4,527.1847853693845,2744.9870904080854,1539.8281242225303,2577.5824409544216,412.9800686149809,5788.715160843405,5077.625202845741,1518.9835911533737
Flood,2,984,16707,6,4973.2414116434575,9908.17834300537,1825.5802453511733,7615.447943951434,5000.0,10000.0,8000.0,5000.0
Drought,1,4999,23042,11,3466.1802060881873,13782.850192363647,5792.969601548168,10542.943758791347,5000.0,10000.0,8000.0,5000.0
Flood,3,2845,2838,14,621.6791350106613,1725.0463975466637,491.2744674426749,1552.049609185981,1735.2055353799124,6277.54642277596,8000.0,1283.7092796625486
Earthquake,2,3071,6561,23,1845.810456260413,3531.447921773686,1183.7416219659008,3356.2329111531035,5000.0,10000.0,8000.0,1834.2493008420145
Drought,1,836,48621,3,12752.957085498783,24848.829931872482,11019.212982628735,24495.848162914575,5000.0,10000.0,8000.0,5000.0
Storm,3,847,48606,9,11801.128002783016,33291.79127547094,3513.080721746046,24386.271274306906,5000.0,10000.0,8000.0,5000.0
Storm,5,3401,28854,15,4009.7855092447753,17262.369656478524,7581.844834276701,15726.88297660929,5000.0,10000.0,8000.0,5000.0
Storm,1,4154,12039,21,1518.4414639138108,6914.8086098790245,3605.749926207165,5448.6575386556715,5000.0,10000.0,8000.0,2696.964990913865
Storm,3,3410,15471,3,4046.055965601757,10122.592823664594,1302.3512107336483,8377.761269048417,2599.7602946848056,4050.1889821382615,8000.0,5000.0
Drought,2,1488,44974,29,6592.305458284357,30090.57406532496,8291.120476390686,23508.6420205253,5000.0,10000.0,8000.0,5000.0
Storm,5,2073,42506,13,11967.57110301081,27456.925072990176,3081.50382399901,22253.861274657313,5000.0,10000.0,8000.0,5000.0
Earthquake,5,4098,33482,19,7830.203754136553,22689.22593671965,2962.570309143797,16606.877641322448,5000.0,10000.0,8000.0,5000.0
Drought,1,3818,38114,1,7644.0176205088765,20158.010431417326,10311.971948073799,18836.191164678232,1478.079245597345,10000.0,8000.0,5000.0
Storm,1,808,13850,14,3476.1631352045893,9570.835194524427,803.0016702709836,6565.109960490489,5000.0,10000.0,8000.0,3413.3659947601755
Drought,4,726,46297,5,7788.538067494774,30070.021599811385,8438.44033269384,23378.894942996296,5000.0,10000.0,8000.0,5000.0
Storm,4,4518,34623,8,7401.853166912323,23416.981931159342,3804.164901928336,18841.509714771753,5000.0,10000.0,8000.0,5000.0
Earthquake,5,4835,41648,27,7132.219122091647,22300.130537777586,12215.650340130767,21636.635009450933,5000.0,10000.0,8000.0,5000.0
Drought,4,4582,35854,17,6786.119418176113,21875.891376237712,7191.989205586175,19520.58010653226,5000.0,10000.0,8000.0,5000.0
Drought,4,4321,48175,11,6699.783587776342,24923.32310305581,16551.89330916785,24595.478807958487,5000.0,10000.0,8000.0,5000.0
Flood,5,4049,18582,24,2279.012518120214,10801.220108573158,5501.767373306629,9263.262479768957,5000.0,10000.0,8000.0,5000.0
Earthquake,4,3251,35925,7,6740.332212674226,23838.309873784976,5346.3579135408,18139.70496693076,5000.0,10000.0,8000.0,5000.0
Earthquake,5,4082,12141,28,2859.646318141995,6621.056049754601,2660.297632103404,6194.315560646283,5000.0,10000.0,8000.0,3386.41639299288
Drought,2,1595,11349,7,1584.327278192085,6668.721873355977,3095.9508484519392,5570.933296411399,2186.5258126667295,10000.0,8000.0,2779.7462002339694
Storm,2,1098,12677,24,2387.975891494083,7217.57074723753,3071.453361268388,6650.927363752164,5000.0,10000.0,8000.0,5000.0
Storm,1,1319,964,24,252.1250167516942,529.4959420683158,182.37904117999005,439.8976286178327,1121.0590503867688,4691.149292584901,5420.013822715679,266.0257764465972
Storm,2,431,42833,1,6280.924503708218,28821.494630099525,7730.5808661922565,20599.96836195732,1304.9579512378339,6982.453356116863,8000.0,5000.0
Earthquake,3,1171,3358,10,482.061586467099,2133.698596474758,742.2398170581432,1780.8186309853666,976.0545744108136,7779.984385160843,8000.0,1029.7607176509325
Storm,2,3211,15284,24,3806.931809007858,8800.392425114873,2676.6757658772694,7340.550011482473,5000.0,10000.0,8000.0,5000.0
Drought,4,4273,17040,4,3401.861236266224,10014.979767083609,3623.158996650167,8039.937530723666,2520.3445052642364,10000.0,8000.0,5000.0
Earthquake,5,793,21476,19,2472.0039398983895,14292.62684532311,4711.3692147785005,10582.662128715987,5000.0,10000.0,8000.0,4873.125081028848
Flood,2,4903,49490,20,4989.643196278945,24854.010220805845,19646.346582915212,24332.431749160653,5000.0,10000.0,8000.0,5000.0
Flood,3,3257,19076,26,2339.646416696241,11713.378265719413,5022.975317584345,10228.253277317219,5000.0,10000.0,8000.0,4239.115878983951
Earthquake,3,450,6056,9,743.8993946232146,3655.7876366062264,1656.3129687705587,3080.897822376778,1251.7712969497113,10000.0,8000.0,1533.7872285349833
Storm,1,2117,7136,17,1567.333199912268,4426.926564769085,1141.7402353186462,3257.227741398731,5000.0,10000.0,8000.0,2540.6630793667264
Flood,2,1581,7827,21,2144.6370184092675,4909.25976047112,773.1032211196125,3651.0848723626473,5000.0,10000.0,8000.0,2630.0666511288437
Storm,2,1139,34570,18,6403.210072903765,21103.75083284576,7063.039094250475,17626.838858576044,5000.0,10000.0,8000.0,5000.0
Storm,1,2411,27040,10,4345.349140672125,15674.973145486632,7019.6777138412435,13024.932789365344,5000.0,10000.0,8000.0,5000.0
Earthquake,1,3947,3056,14,373.1639832478044,1662.0907946767456,1020.7452220754499,1517.1054363639826,1030.9104782263737,10000.0,8000.0,1002.048611930675
Flood,5,2766,6953,17,1622.1708216807544,4599.459916756449,731.369261562796,3482.5379509106406,5000.0,10000.0,8000.0,2637.1613549660196
Storm,4,3539,901,11,228.8952235701072,585.2356326251587,86.86914380473411,426.54265011385473,459.2478386716769,958.9240528654956,2169.770264568251,440.281545357941
Drought,2,3411,46504,18,8280.3897808941,24238.738423823743,13984.871795282157,24044.645172229782,5000.0,10000.0,8000.0,5000.0
Storm,2,1959,19756,14,2740.646397263825,11522.825009664455,5492.52859307172,9776.950757982098,5000.0,10000.0,8000.0,5000.0
Flood,3,2566,38166,17,4635.236529440493,22961.95413258474,10568.80933797477,19981.726816912673,5000.0,10000.0,8000.0,5000.0
Flood,3,690,41031,23,9971.655417867869,23100.059610517725,7959.284971614405,19721.13490955895,5000.0,10000.0,8000.0,5000.0
Drought,2,2513,5022,9,982.5881156480915,2692.4314994122574,1346.9803849396512,2503.783754630934,1840.8819791747517,10000.0,8000.0,1117.5801764387836
Drought,3,4487,18669,15,5345.79879374583,10106.918208451738,3216.282997802431,9069.809128096693,5000.0,10000.0,8000.0,5000.0
Storm,4,1303,35333,17,9866.643078216064,23367.18139421125,2099.17552757269,15912.76884487405,5000.0,10000.0,8000.0,5000.0
Drought,3,1269,41058,22,6002.509706332247,27113.996615109136,7941.493678558618,21972.144282004392,5000.0,10000.0,8000.0,5000.0
Earthquake,5,3768,27857,11,6992.44359510688,17674.30158919857,3190.2548156945486,14015.41675612535,5000.0,10000.0,8000.0,5000.0
Drought,4,4310,23008,9,4059.703251778684,12800.692445178638,6147.604303042677,12014.738824506345,5000.0,10000.0,8000.0,5000.0
Drought,3,3158,11440,26,2446.6376378037307,6595.68438973506,2397.6779724612097,6014.224352916173,5000.0,10000.0,8000.0,2304.173044392332
Earthquake,1,2970,10491,13,2540.6984841723083,7287.817729100729,662.4837867269634,5550.334419528292,5000.0,9315.681174074647,8000.0,3571.5831336497668
Drought,3,2234,34978,11,7058.153123228563,19720.903715818215,8198.943160953222,19129.35578799147,5000.0,10000.0,8000.0,5000.0
Storm,1,2887,22066,7,2702.5821128690013,11366.771921674634,7996.645965456366,11203.049522195037,3891.544795835623,10000.0,8000.0,5000.0
Storm,1,1597,12313,24,1326.8807652813439,6634.561510100251,4351.557724618405,6201.574826156485,5000.0,10000.0,8000.0,3582.620746928863
Earthquake,5,3938,34411,16,5980.546547833212,23087.15905928146,5343.294392885327,18245.41077370507,5000.0,10000.0,8000.0,5000.0
Earthquake,1,347,6822,10,1153.7641584482371,4258.984575316802,1409.251266234961,3096.368988016047,2162.9720647491627,10000.0,8000.0,2082.0253323361967
Flood,3,2168,15322,12,3603.4053534008976,8423.19409673199,3295.400549867112,6918.646406126089,5000.0,10000.0,8000.0,3161.194207894981
Drought,1,22,11262,19,3140.255894067965,6144.92090413254,1976.8232017994942,5901.30804653818,5000.0,10000.0,8000.0,3609.9669512316873
Earthquake,3,1655,10535,1,1059.634989475793,5287.347636533942,4188.017373990265,5592.813397258504,201.72905968545578,4302.043407116296,2770.7996779754344,4835.870560896045
Storm,2,2663,38479,16,7985.871083210399,24346.623126080984,6146.505790708616,20332.19528356046,5000.0,10000.0,8000.0,5000.0
Flood,3,2685,13763,17,3565.409333288656,7254.462212803538,2943.128453907806,6809.340522884122,5000.0,10000.0,8000.0,3878.9387035683935
Storm,2,298,1509,14,318.6742467530299,876.4200423008706,313.9057109460996,748.4816829453819,805.7670526303068,4204.606098810176,5172.917393121424,588.7198910319083
Earthquake,3,4177,32261,2,4225.175950350032,17310.75530289256,10725.068746757406,15695.129954907003,1667.233191473858,10000.0,8000.0,5000.0
Flood,4,2441,21154,1,4470.725522623814,13700.580645731623,2982.693831644563,10229.247795267203,941.5538567419646,2942.5867895100764,5098.44582906714,5000.0
Drought,5,2657,110,27,17.22601397943971,55.83547128653135,36.93851473402894,60.44053605944135,92.68534479561899,1048.404546685208,808.1653905356338,23.42461959847707
Storm,5,1799,19520,18,4506.113834111509,10835.2783438085,4178.60782207999,10673.028391494538,5000.0,10000.0,8000.0,5000.0
Earthquake,2,114,40301,10,11135.052003050536,23502.847236368787,5663.100760580681,21038.465511075872,5000.0,10000.0,8000.0,5000.0
Drought,4,1784,14828,7,3536.6938959100767,9110.019292604273,2181.28681148565,8018.186397886479,4577.524507061019,10000.0,8000.0,4789.549812941969
Storm,1,287,27732,25,4573.043678950649,19108.02714971864,4050.9291713307102,13263.293124252743,5000.0,10000.0,8000.0,5000.0
Storm,3,374,34668,7,8571.69037357866,22702.34775769737,3393.961868723971,17875.524492359218,5000.0,10000.0,8000.0,5000.0
Earthquake,5,362,21686,1,3206.313539525649,12059.705268951244,6419.981191523108,11537.969108880146,652.0769278091277,6430.930381842774,5559.514994562815,5000.0
Flood,5,4573,965,6,175.81005065781233,603.9393042506003,185.25064509158733,501.7336968914868,219.88022175203724,1011.9055873366043,1613.4996485714416,325.66433462448134
Drought,2,1889,38240,13,10078.921873796638,21768.242685657755,6392.835440545605,20296.795057199535,5000.0,10000.0,8000.0,5000.0
Storm,4,934,9895,12,1256.164837694066,5570.499211603804,3068.3359507021305,4933.149915059696,3001.530235466056,10000.0,8000.0,2409.2322067245523
Storm,2,721,2686,25,675.4887655321501,1749.954996791247,260.5562376766029,1426.2043304868048,3638.5982470537792,6205.193931685459,8000.0,912.3044660878433
Storm,2,4673,15421,7,3140.9481284616995,8057.809385158867,4222.242486379433,8379.751998088308,4119.046586211897,10000.0,8000.0,4856.833780895084
Storm,2,305,43113,6,11051.029791878627,22449.050736855064,9612.919471266308,19863.945381253183,5000.0,10000.0,8000.0,5000.0
Flood,3,374,19897,28,5857.889596916709,13368.097710289852,671.0126927934398,9172.552259727474,5000.0,10000.0,8000.0,5000.0
Drought,2,3268,31362,28,6105.773277475311,19527.049770725127,5729.1769517995635,16837.63399670385,5000.0,10000.0,8000.0,5000.0
Earthquake,4,635,28539,27,7565.4510319800365,14589.149978962023,6384.39898905794,14212.72973019303,5000.0,10000.0,8000.0,5000.0
Earthquake,2,1911,30777,11,5051.507520504635,18788.361408024,6937.131071471365,14005.096842980516,5000.0,10000.0,8000.0,5000.0
Storm,1,4735,43305,13,7160.681803120846,28103.778869676447,8040.539327202707,19832.19133356024,5000.0,10000.0,8000.0,5000.0
Storm,4,2345,37189,7,3940.0723642569956,19128.026319519726,14120.90131622328,19189.040047750514,5000.0,10000.0,8000.0,5000.0
Flood,2,470,48798,28,10955.633087281505,26427.277563101652,11415.089349616843,24418.861175156366,5000.0,10000.0,8000.0,5000.0
Flood,1,2850,356,10,105.25250100329855,189.28664066275155,61.460858333949886,177.5538549425175,204.78436256615043,631.742201544832,821.903259067585,117.15779451492735
Drought,5,3866,9876,12,1129.7765126287532,5444.9955046276,3301.227982743647,5149.24856182248,2700.6278135418706,10000.0,8000.0,3284.3103193506263
Flood,3,256,9083,29,2675.1734896121748,5643.86113541502,763.9653749728059,4196.275024463513,5000.0,10000.0,8000.0,3472.5105674406323
Drought,5,3900,10878,22,1554.607222594004,7044.920782233579,2278.4719951724164,5100.845073864228,5000.0,10000.0,8000.0,5000.0
Flood,5,2615,15800,10,4056.125107387512,10813.480424049945,930.3944685625429,7418.186461133455,5000.0,8638.9998561169,8000.0,5000.0
Earthquake,1,4598,48558,3,9274.099964378764,28851.075576988605,10432.824458632633,25282.414757108476,5000.0,10000.0,8000.0,5000.0
Drought,5,2979,20444,4,4819.829283177689,10941.96666994008,4682.204046882231,10665.059476743369,4014.717598742118,10000.0,8000.0,5000.0
Earthquake,5,1355,8180,8,1428.5672558559877,4896.952898590513,1854.4798455535001,4154.728179700671,2143.5720948332064,10000.0,8000.0,3190.041923146198
Earthquake,2,1858,43444,7,5765.960847026847,24874.011066404903,12804.02808656825,20640.18881911954,5000.0,10000.0,8000.0,5000.0
Flood,2,2299,40238,1,11225.34937959774,20313.800563094752,8698.850057307507,19509.806616544123,2344.6613648971156,7968.302378735299,8000.0,5000.0
Storm,4,1982,35534,16,4708.243739093761,24127.826628099603,6697.929632806634,18428.018477333797,5000.0,10000.0,8000.0,5000.0
Storm,5,2292,9287,27,2172.4359478927854,6446.418794824335,668.1452572828784,4342.336748808661,5000.0,10000.0,8000.0,2565.479737164104
Flood,3,61,42421,11,6827.75253635507,22752.99938441153,12840.248079233399,19453.890457795187,5000.0,10000.0,8000.0,5000.0
Flood,4,1084,42776,4,8787.459834480464,27669.46568470718,6319.074480812356,19484.936995810196,5000.0,10000.0,8000.0,5000.0
Storm,3,2549,37476,3,7648.522501803103,25189.949578009633,4637.527920187262,16884.60084456678,4162.486226265121,10000.0,8000.0,5000.0
Storm,3,2474,43283,3,11620.371688331685,28225.766932461207,3436.861379207112,20205.4180713801,5000.0,9681.86290482953,8000.0,5000.0
Storm,3,2598,14418,23,3194.3447199485386,8376.009859215594,2847.645420835868,6812.80359709172,5000.0,10000.0,8000.0,5000.0
Storm,4,4249,44996,13,12315.190579903961,30007.194535855753,2673.6148842402836,23996.394765918805,5000.0,10000.0,8000.0,5000.0
Earthquake,1,874,23344,20,5450.42962895635,11731.599223326759,6161.971147716889,12539.350653716134,5000.0,10000.0,8000.0,5000.0
Earthquake,5,1001,26608,1,7331.637291644834,17631.258978076872,1645.1037302782934,14522.194642658216,1578.8716144749224,1787.6780990438192,7782.070012203102,5000.0
Earthquake,4,3995,18115,24,3998.291308685679,10882.115035278357,3234.593656035964,9722.465414852484,5000.0,10000.0,8000.0,5000.0
Flood,5,1515,21213,26,5012.462685703259,11682.489661819372,4518.047652477369,11420.513637728023,5000.0,10000.0,8000.0,5000.0
Drought,2,3143,37796,10,9705.472985832406,21351.782826574425,6738.744187593169,19733.893570141172,5000.0,10000.0,8000.0,5000.0
Storm,1,4513,11820,13,2192.6234835783976,6553.57664248429,3073.7998739373124,5773.078015900993,5000.0,10000.0,8000.0,4109.90003020157
Flood,4,1105,25485,5,4555.096572894154,13720.477620909744,7209.425806196101,11624.260653278894,4637.922889465799,10000.0,8000.0,5000.0
Drought,1,717,35265,20,8491.365312594437,24302.33545681932,2471.2992305862426,17311.331896895903,5000.0,10000.0,8000.0,5000.0
Flood,3,4278,19385,26,5123.593435478312,9803.26944801599,4458.137116505699,9946.15473841355,5000.0,10000.0,8000.0,5000.0
Drought,1,4271,35257,2,6114.759898625883,21452.474048094475,7689.7660532796435,16387.808985719665,2566.395945336357,10000.0,8000.0,5000.0
Flood,3,3140,28183,1,6604.851034718577,16314.243305520153,5263.905659761273,12685.969896462184,1220.6185464249836,5300.28403250363,6565.1541942104095,5000.0
Storm,5,1156,13924,12,1927.1268556955438,9301.227052089733,2695.6460922147235,7275.168508399869,4990.2675385234725,10000.0,8000.0,3659.533725511663
Earthquake,2,2563,30120,23,7036.149181935661,16124.334260598063,6959.516557466275,15301.648338983818,5000.0,10000.0,8000.0,5000.0
Drought,1,3927,45902,21,6232.032545329001,31230.950636394897,8439.016818276104,22479.067245572885,5000.0,10000.0,8000.0,5000.0
Drought,3,3350,44971,24,9586.585656209929,23899.709018990558,11484.705324799514,23342.749533414004,5000.0,10000.0,8000.0,5000.0
Storm,5,3254,27803,2,7709.041499039464,18560.578105825727,1533.380395134809,14965.747959471551,3343.903938033207,2824.1971168480322,8000.0,5000.0
Storm,1,3865,22213,23,3388.3412984729107,11838.275062568888,6986.383638958201,11526.644138860425,5000.0,10000.0,8000.0,5000.0
Drought,2,4228,14777,11,3878.422645103307,9612.170247834772,1286.4071070619211,7762.820519437978,5000.0,10000.0,8000.0,5000.0
Earthquake,5,4647,11625,25,1235.6118455120532,7501.604935234508,2887.783219253439,6202.847819868474,5000.0,10000.0,8000.0,3448.8831234454533
Drought,3,219,25563,4,5510.754366574793,16612.44968470121,3439.7959487240005,13969.388271029195,4032.605476008158,10000.0,8000.0,5000.0
Earthquake,3,3942,25217,7,3894.945501215404,13462.834306241903,7859.2201925426925,12913.168776800809,5000.0,10000.0,8000.0,5000.0
Earthquake,4,4248,28684,11,5245.9009481608955,18297.719849648587,5140.379202190517,13894.471188809877,5000.0,10000.0,8000.0,5000.0
Storm,4,3568,22615,19,4768.061818394917,14754.173997259628,3092.764184345455,11392.03303918878,5000.0,10000.0,8000.0,5000.0
Storm,2,633,26562,5,3424.26525267677,16974.490728173165,6163.244019150065,12330.45453532679,3519.990725861468,10000.0,8000.0,5000.0
Drought,5,2507,47755,6,5693.598009893779,27932.59297123306,14128.809018873158,25948.533616237837,5000.0,10000.0,8000.0,5000.0
Storm,2,2393,10946,6,2329.0177062174553,6603.599953293657,2013.382340488888,5721.450030715821,2839.4457325455173,10000.0,8000.0,2627.4851057866535
Earthquake,3,2857,31253,9,5905.291217301499,15916.738206960865,9430.970575737636,14106.77033271448,5000.0,10000.0,8000.0,5000.0
Earthquake,4,1450,34208,14,5213.538686834233,23136.35712343474,5858.104189731028,18444.33857917974,5000.0,10000.0,8000.0,5000.0
Drought,5,2768,25204,18,3944.6319855496454,14507.548165108932,6751.819849341424,11601.265463102602,5000.0,10000.0,8000.0,5000.0
Drought,5,771,38662,23,9661.76072855829,24206.73622365499,4793.5030477867185,20296.001359261092,5000.0,10000.0,8000.0,5000.0
Drought,4,440,9355,7,1850.8236012954176,5317.259437478313,2186.9169612262694,5074.356345795309,2344.6778968302424,10000.0,8000.0,2486.5227059997437
Drought,2,1548,28606,20,4024.366468177,15143.41089057867,9438.22264124433,15320.86700811864,5000.0,10000.0,8000.0,5000.0
Flood,1,2803,2992,15,368.19617245888713,1560.0235706868946,1063.7802568542184,1561.662422326856,1182.9190123590693,10000.0,8000.0,798.6456005565515
Flood,3,1435,20804,25,3037.044357481081,12548.747611368583,5218.208031150336,9889.168404276259,5000.0,10000.0,8000.0,5000.0
Flood,2,1712,48810,10,10315.820788345483,32748.977918694894,5745.201292959624,26501.795084730737,5000.0,10000.0,8000.0,5000.0
Drought,2,1199,29474,15,5633.429410891166,18307.475882662875,5533.094706445958,15302.499682913276,5000.0,10000.0,8000.0,5000.0
Earthquake,3,907,4123,15,1106.990030753244,2249.8976615011775,766.1123077455786,2212.5780182151575,3011.0061527771613,10000.0,8000.0,1623.3395271915524
Earthquake,4,3316,11016,2,2359.608629945396,6406.646966785993,2249.7444032686108,5685.850914780993,1015.9348349007468,4417.948288539057,5446.90948868388,2251.1694843948417
Drought,4,741,899,12,124.73032572957835,511.67997694166496,262.58969732875664,436.71992016187386,269.92349934714025,3364.850400873413,2375.0547105699407,433.3665014264764
Earthquake,1,2425,46615,22,10695.553348118206,23724.875687742766,12194.570964139028,21228.69301489075,5000.0,10000.0,8000.0,5000.0
Storm,3,2457,9522,11,2751.795275996161,5678.546475971159,1091.6582480326797,4828.80988473521,5000.0,10000.0,8000.0,3926.2557125902676
Earthquake,4,3440,14816,6,2934.914503325826,8171.603744714177,3709.4817519599965,7978.307468125503,3576.1489945446556,10000.0,8000.0,5000.0
Drought,1,252,18368,24,2910.6044718238513,12163.610107641269,3293.7854205348794,8426.45881325083,5000.0,10000.0,8000.0,5000.0
Earthquake,1,4666,13507,9,3189.227167210758,7081.084982920372,3236.687849868871,6231.808277757305,5000.0,10000.0,8000.0,3424.499976514024
Drought,3,90,2183,3,590.8710808559689,1468.5003672720666,123.62855187196465,1150.9916817817636,331.0414511399371,394.7559646546231,1819.459068873292,827.3938862205616
Drought,1,448,31350,13,6804.585689446737,17928.055470533985,6617.358840019278,15597.750677179525,5000.0,10000.0,8000.0,5000.0
Flood,4,4263,45327,14,11692.206383613955,28678.411659986414,4956.381956399629,21964.2415141152,5000.0,10000.0,8000.0,5000.0
Storm,2,4200,1983,7,257.913192877142,1006.8054134646638,718.2813936581942,1066.6321312345187,347.7137446115692,4654.873189680435,3709.6642787892047,752.5322844315616
Flood,5,4615,37633,29,6926.996340318842,25553.559878769993,5152.443780911166,20632.86582017375,5000.0,10000.0,8000.0,5000.0
Flood,1,1922,32344,9,7967.655068191523,20759.54813670524,3616.7967951032333,15202.779117354334,5000.0,10000.0,8000.0,5000.0
Storm,5,3942,22688,22,5262.543494919913,11965.570531951715,5459.885973128374,11767.962700985765,5000.0,10000.0,8000.0,5000.0
Earthquake,3,3277,9146,25,2204.7469105267182,5918.260617547587,1022.9924719256951,4393.277653594234,5000.0,10000.0,8000.0,2939.4650290339446
Drought,4,932,45797,25,10742.648433314085,30620.212611689607,4434.138954996306,22435.132946854108,5000.0,10000.0,8000.0,5000.0
Storm,2,4597,11384,10,2271.948550195002,7608.630068716814,1503.4213810881847,6035.059183134851,4462.565723835188,10000.0,8000.0,5000.0
Flood,5,3957,10582,10,2738.4007646536757,7141.610962501426,701.9882728448974,5662.43218602485,5000.0,6695.63747432364,8000.0,3809.980769612117
Earthquake,1,4554,48419,26,5238.724908623489,31037.191831588047,12143.083259788466,23972.18154717302,5000.0,10000.0,8000.0,5000.0
Earthquake,1,604,46748,12,10775.27121670621,30608.727478821034,5364.001304472753,22711.873181693216,5000.0,10000.0,8000.0,5000.0
Drought,4,4280,19294,21,5655.662470788631,9704.326805531957,3934.010723679412,9610.583909791421,5000.0,10000.0,8000.0,5000.0
Storm,1,803,26277,29,4368.332112057313,14623.143807883816,7285.524080058873,13283.44322196959,5000.0,10000.0,8000.0,5000.0
Earthquake,1,4037,44396,18,5376.476769125545,28263.111372028146,10756.41185884631,22911.565334447394,5000.0,10000.0,8000.0,5000.0
Storm,5,4313,49111,29,14498.336597211573,29783.89992258946,4828.76348019897,26546.07603133782,5000.0,10000.0,8000.0,5000.0
Earthquake,2,341,7612,8,2214.1738436557607,5192.362927306512,205.46322903772761,4157.903330224237,3491.603139449849,1544.2529453175787,8000.0,3086.1479842463777
Storm,3,474,5841,22,970.7931943419362,3785.3220345741097,1084.8847710839545,2811.1335408870827,4550.680721540841,10000.0,8000.0,2901.821599686373
Flood,3,4429,8060,13,1228.8355493917165,5382.287293390748,1448.8771572175356,3653.052551852829,3207.869213056371,10000.0,8000.0,2761.268324504632
Drought,5,274,12480,22,2256.754485715532,8424.926673264774,1798.3188410196944,6134.535759076502,5000.0,10000.0,8000.0,5000.0
Storm,3,4936,42172,27,8723.028625524112,28034.27347952978,5414.6978949461045,19412.390519976223,5000.0,10000.0,8000.0,5000.0
Drought,3,1399,45939,27,13439.77425876537,24133.188828545448,8366.036912689182,22604.88324519761,5000.0,10000.0,8000.0,5000.0
Earthquake,3,2406,542,1,142.6580316495442,357.99758509963647,41.344383250819305,270.2624262424181,27.381501051471744,42.48625496671507,129.40576134330172,146.7748894706356
Earthquake,3,350,21051,25,5760.804105862823,11766.308448235104,3523.8874459020735,9476.764512498163,5000.0,10000.0,8000.0,5000.0
Flood,5,1990,14557,28,2517.831405590695,9821.291890556902,2217.876703852402,7125.637336838227,5000.0,10000.0,8000.0,4294.392251161517
